Date,MD,Home,Away,FTR,HomeG,AwayG,HmOd,DrOd,AwOd,Season,hHome,hAway,hScre,hRnd
2023-11-26 16:00:00,14,Real Betis,Las Palmas,1,1,0,1.73,3.6,4.75,2023-2024,Real Betis,Las Palmas,1-0,33
2023-11-26 13:30:00,14,Cadiz,Real Madrid,2,0,3,6.5,4.5,1.45,2023-2024,Cadiz,Real Madrid,0-2,29
2023-11-26 11:15:00,14,Real Sociedad,Sevilla,1,2,1,1.83,3.5,4.5,2023-2024,Real Sociedad,Sevilla,2-1,38
2023-11-26 09:00:00,14,Villarreal,Osasuna,1,3,1,2.0,3.6,3.5,2023-2024,Osasuna,Villarreal,0-3,26
2023-11-25 16:00:00,14,Atletico Madrid,Mallorca,1,1,0,1.44,4.33,7.0,2023-2024,Atletico Madrid,Mallorca,3-1,31
2023-11-25 13:30:00,14,Getafe,Almeria,1,2,1,1.7,3.6,5.0,2023-2024,Getafe,Almeria,1-2,31
2023-11-25 11:15:00,14,Valencia,Celta Vigo,0,0,0,1.95,3.3,4.0,2023-2024,Celta Vigo,Valencia,1-2,34
2023-11-25 09:00:00,14,Rayo Vallecano,FC Barcelona,0,1,1,4.75,4.0,1.65,2023-2024,Rayo Vallecano,FC Barcelona,2-1,31
2023-11-24 16:00:00,14,Alaves,Granada CF,1,3,1,1.83,3.5,4.33,2023-2024,Alaves,Granada CF,2-3,29
2023-11-29 16:00:00,13,Mallorca,Cadiz,0,1,1,1.8,3.3,5.25,2023-2024,Mallorca,Cadiz,1-0,34
2023-11-12 16:00:00,13,Atletico Madrid,Villarreal,1,3,1,1.57,4.33,5.25,2023-2024,Villarreal,Atletico Madrid,2-2,38
2023-11-12 13:30:00,13,Sevilla,Real Betis,0,1,1,2.0,3.5,3.75,2023-2024,Sevilla,Real Betis,0-0,35
2023-11-12 11:15:00,13,FC Barcelona,Alaves,1,2,1,1.22,7.0,12.0,2023-2024,Alaves,FC Barcelona,0-1,22
2023-11-11 16:00:00,13,Real Madrid,Valencia,1,5,1,1.36,5.0,7.5,2023-2024,Valencia,Real Madrid,1-0,35
2023-11-11 13:30:00,13,Osasuna,Las Palmas,0,1,1,1.83,3.5,4.33,2023-2024,Las Palmas,Osasuna,5-2,26
2023-11-11 13:30:00,13,Granada CF,Getafe,0,1,1,2.5,3.1,3.0,2023-2024,Getafe,Granada CF,4-2,21
2023-11-11 11:15:00,13,Almeria,Real Sociedad,2,1,3,4.0,3.6,1.91,2023-2024,Real Sociedad,Almeria,1-0,36
2023-11-11 09:00:00,13,Rayo Vallecano,Girona,2,1,2,2.63,3.4,2.6,2023-2024,Rayo Vallecano,Girona,2-2,26
2023-11-10 16:00:00,13,Athletic Bilbao,Celta Vigo,1,4,3,1.57,4.0,6.0,2023-2024,Athletic Bilbao,Celta Vigo,2-1,35
2023-11-06 16:00:00,12,Getafe,Cadiz,1,1,0,1.91,3.2,4.5,2023-2024,Cadiz,Getafe,2-2,25
2023-11-05 16:00:00,12,Real Madrid,Rayo Vallecano,0,0,0,1.29,5.5,10.0,2023-2024,Real Madrid,Rayo Vallecano,2-1,36
2023-11-05 13:30:00,12,Villarreal,Athletic Bilbao,2,2,3,2.8,3.5,2.45,2023-2024,Villarreal,Athletic Bilbao,5-1,34
2023-11-05 11:15:00,12,Valencia,Granada CF,1,1,0,1.62,4.0,5.0,2023-2024,Valencia,Granada CF,3-1,27
2023-11-05 09:00:00,12,Alaves,Almeria,1,1,0,1.83,3.5,4.33,2023-2024,-,-,-,-
2023-11-04 17:00:00,12,Real Sociedad,FC Barcelona,2,0,1,3.1,3.4,2.3,2023-2024,FC Barcelona,Real Sociedad,1-2,35
2023-11-04 13:30:00,12,Celta Vigo,Sevilla,0,1,1,2.25,3.4,3.1,2023-2024,Sevilla,Celta Vigo,2-2,28
2023-11-04 11:15:00,12,Real Betis,Mallorca,1,2,0,1.91,3.3,4.2,2023-2024,Real Betis,Mallorca,1-0,26
2023-11-04 09:00:00,12,Osasuna,Girona,2,2,4,2.63,3.4,2.6,2023-2024,Osasuna,Girona,2-1,38
2023-11-03 16:00:00,12,Las Palmas,Atletico Madrid,1,2,1,4.5,3.5,1.8,2023-2024,Atletico Madrid,Las Palmas,3-0,21
2023-10-30 16:00:00,11,Granada CF,Villarreal,2,2,3,3.4,3.4,2.1,2023-2024,Granada CF,Villarreal,1-4,25
2023-10-29 16:00:00,11,Atletico Madrid,Alaves,1,2,1,1.33,4.75,9.5,2023-2024,Atletico Madrid,Alaves,4-1,30
2023-10-29 13:30:00,11,Athletic Bilbao,Valencia,0,2,2,1.75,3.5,4.5,2023-2024,Valencia,Athletic Bilbao,1-2,21
2023-10-29 11:15:00,11,Rayo Vallecano,Real Sociedad,0,2,2,3.1,3.2,2.38,2023-2024,Real Sociedad,Rayo Vallecano,2-1,30
2023-10-29 09:00:00,11,Real Betis,Osasuna,1,2,1,2.0,3.4,3.75,2023-2024,Osasuna,Real Betis,3-2,30
2023-10-28 15:00:00,11,Cadiz,Sevilla,0,2,2,3.0,3.0,2.5,2023-2024,Cadiz,Sevilla,0-2,27
2023-10-28 12:30:00,11,Mallorca,Getafe,0,0,0,2.3,3.0,3.5,2023-2024,Mallorca,Getafe,3-1,30
2023-10-28 10:15:00,11,FC Barcelona,Real Madrid,2,1,2,2.15,3.6,3.1,2023-2024,FC Barcelona,Real Madrid,2-1,26
2023-10-28 08:00:00,11,Almeria,Las Palmas,2,1,2,2.25,3.4,3.1,2023-2024,-,-,-,-
2023-10-27 15:00:00,11,Girona,Celta Vigo,1,1,0,1.8,3.5,4.5,2023-2024,Celta Vigo,Girona,1-1,36
2023-10-23 15:00:00,10,Valencia,Cadiz,1,2,0,1.83,3.5,4.33,2023-2024,Cadiz,Valencia,2-1,32
2023-10-22 15:00:00,10,FC Barcelona,Athletic Bilbao,1,1,0,1.44,4.5,7.0,2023-2024,Athletic Bilbao,FC Barcelona,0-1,25
2023-10-22 12:30:00,10,Villarreal,Alaves,0,1,1,1.67,3.6,5.25,2023-2024,Alaves,Villarreal,2-1,34
2023-10-22 10:15:00,10,Girona,Almeria,1,5,2,1.6,4.0,5.25,2023-2024,Girona,Almeria,6-2,22
2023-10-22 08:00:00,10,Las Palmas,Rayo Vallecano,2,0,1,2.63,3.25,2.63,2023-2024,Rayo Vallecano,Las Palmas,2-0,23
2023-10-21 15:00:00,10,Celta Vigo,Atletico Madrid,2,0,3,3.25,3.3,2.2,2023-2024,Celta Vigo,Atletico Madrid,0-1,21
2023-10-21 12:30:00,10,Sevilla,Real Madrid,0,1,1,3.8,3.5,1.95,2023-2024,Sevilla,Real Madrid,1-2,37
2023-10-21 10:15:00,10,Getafe,Real Betis,0,1,1,2.45,3.0,3.1,2023-2024,Real Betis,Getafe,0-1,36
2023-10-21 08:00:00,10,Real Sociedad,Mallorca,1,1,0,1.5,3.8,7.0,2023-2024,Mallorca,Real Sociedad,1-1,25
2023-10-20 15:00:00,10,Osasuna,Granada CF,1,2,0,1.8,3.5,4.5,2023-2024,Granada CF,Osasuna,0-2,22
2023-10-08 15:00:00,9,Granada CF,FC Barcelona,0,2,2,7.0,4.5,1.4,2023-2024,Granada CF,FC Barcelona,1-1,20
2023-10-08 12:30:00,9,Alaves,Real Betis,0,1,1,2.88,3.25,2.45,2023-2024,Real Betis,Alaves,4-0,21
2023-10-08 12:30:00,9,Celta Vigo,Getafe,0,2,2,2.0,3.25,3.75,2023-2024,Getafe,Celta Vigo,1-0,33
2023-10-08 10:15:00,9,Atletico Madrid,Real Sociedad,1,2,1,1.85,3.5,4.2,2023-2024,Atletico Madrid,Real Sociedad,2-1,37
2023-10-08 08:00:00,9,Villarreal,Las Palmas,2,1,2,1.45,4.2,7.0,2023-2024,Las Palmas,Villarreal,0-2,28
2023-10-07 15:00:00,9,Sevilla,Rayo Vallecano,0,2,2,1.8,3.6,4.5,2023-2024,Rayo Vallecano,Sevilla,1-1,22
2023-10-07 12:30:00,9,Mallorca,Valencia,0,1,1,2.3,3.25,3.1,2023-2024,Mallorca,Valencia,1-0,36
2023-10-07 10:15:00,9,Real Madrid,Osasuna,1,4,0,1.3,5.0,10.0,2023-2024,Osasuna,Real Madrid,0-2,22
2023-10-07 08:00:00,9,Cadiz,Girona,2,0,1,3.1,3.4,2.2,2023-2024,Cadiz,Girona,2-0,21
2023-10-06 15:00:00,9,Athletic Bilbao,Almeria,1,3,0,1.45,4.2,7.0,2023-2024,Almeria,Athletic Bilbao,1-2,30
2023-10-02 15:00:00,8,Las Palmas,Celta Vigo,1,2,1,2.63,3.1,2.75,2023-2024,Celta Vigo,Las Palmas,2-1,27
2023-10-01 15:00:00,8,Real Betis,Valencia,1,3,0,2.2,3.2,3.4,2023-2024,Real Betis,Valencia,1-1,38
2023-10-01 15:00:00,8,Atletico Madrid,Cadiz,1,3,2,1.33,5.0,8.5,2023-2024,Atletico Madrid,Cadiz,5-1,33
2023-10-01 10:15:00,8,Alaves,Osasuna,2,0,2,2.55,3.0,3.0,2023-2024,Osasuna,Alaves,1-0,31
2023-10-01 08:00:00,8,Almeria,Granada CF,0,3,3,2.05,3.5,3.4,2023-2024,-,-,-,-
2023-09-30 15:00:00,8,Real Sociedad,Athletic Bilbao,1,3,0,2.2,3.2,3.4,2023-2024,Athletic Bilbao,Real Sociedad,2-0,29
2023-09-30 12:30:00,8,Girona,Real Madrid,2,0,3,3.5,3.8,1.91,2023-2024,Girona,Real Madrid,4-2,31
2023-09-30 10:15:00,8,Rayo Vallecano,Mallorca,0,2,2,2.05,3.1,4.0,2023-2024,Mallorca,Rayo Vallecano,3-0,38
2023-09-30 08:00:00,8,Getafe,Villarreal,0,0,0,2.88,3.1,2.55,2023-2024,Villarreal,Getafe,2-1,23
2023-09-29 15:00:00,8,FC Barcelona,Sevilla,1,1,0,1.36,4.75,8.5,2023-2024,FC Barcelona,Sevilla,3-0,20
2023-09-28 15:30:00,7,Osasuna,Atletico Madrid,2,0,2,3.1,3.4,2.2,2023-2024,Atletico Madrid,Osasuna,3-0,35
2023-09-28 13:00:00,7,Granada CF,Real Betis,0,1,1,3.0,3.25,2.38,2023-2024,Real Betis,Granada CF,2-0,37
2023-09-28 13:00:00,7,Celta Vigo,Alaves,0,1,1,1.91,3.25,4.5,2023-2024,Celta Vigo,Alaves,4-0,35
2023-09-27 15:30:00,7,Valencia,Real Sociedad,2,0,1,2.45,3.0,3.1,2023-2024,Valencia,Real Sociedad,1-0,23
2023-09-27 15:30:00,7,Cadiz,Rayo Vallecano,0,0,0,2.45,3.0,3.1,2023-2024,Cadiz,Rayo Vallecano,1-0,23
2023-09-27 13:00:00,7,Athletic Bilbao,Getafe,0,2,2,1.6,3.6,6.0,2023-2024,Athletic Bilbao,Getafe,0-0,27
2023-09-27 13:00:00,7,Villarreal,Girona,2,1,2,1.91,3.6,3.75,2023-2024,Girona,Villarreal,1-2,35
2023-09-27 13:00:00,7,Real Madrid,Las Palmas,1,2,0,1.29,6.0,8.0,2023-2024,Las Palmas,Real Madrid,0-3,30
2023-09-26 15:30:00,7,Mallorca,FC Barcelona,0,2,2,4.75,4.0,1.67,2023-2024,FC Barcelona,Mallorca,3-0,37
2023-09-26 13:00:00,7,Sevilla,Almeria,1,5,1,1.45,4.2,7.0,2023-2024,Sevilla,Almeria,2-1,25
2023-09-24 15:00:00,6,Atletico Madrid,Real Madrid,1,3,1,2.63,3.5,2.5,2023-2024,Real Madrid,Atletico Madrid,1-1,23
2023-09-24 12:30:00,6,Real Betis,Cadiz,0,1,1,1.8,3.5,4.5,2023-2024,Real Betis,Cadiz,0-2,28
2023-09-24 12:30:00,6,Las Palmas,Granada CF,1,1,0,2.05,3.3,3.6,2023-2024,Granada CF,Las Palmas,1-0,21
2023-09-24 10:15:00,6,Rayo Vallecano,Villarreal,0,1,1,2.63,3.4,2.55,2023-2024,Rayo Vallecano,Villarreal,2-1,37
2023-09-24 08:00:00,6,Real Sociedad,Getafe,1,4,3,1.62,3.6,6.0,2023-2024,Real Sociedad,Getafe,2-0,28
2023-09-23 15:00:00,6,Almeria,Valencia,0,2,2,2.7,3.3,2.5,2023-2024,Almeria,Valencia,2-1,28
2023-09-23 12:30:00,6,FC Barcelona,Celta Vigo,1,3,2,1.36,5.0,7.5,2023-2024,Celta Vigo,FC Barcelona,2-1,38
2023-09-23 10:15:00,6,Osasuna,Sevilla,0,0,0,2.5,3.3,2.75,2023-2024,Sevilla,Osasuna,2-3,23
2023-09-23 08:00:00,6,Girona,Mallorca,1,5,3,1.91,3.4,4.0,2023-2024,Girona,Mallorca,2-1,33
2023-09-22 15:00:00,6,Alaves,Athletic Bilbao,2,0,2,3.6,3.0,2.2,2023-2024,Alaves,Athletic Bilbao,0-0,20
2023-09-18 15:00:00,5,Granada CF,Girona,2,2,4,2.8,3.3,2.45,2023-2024,-,-,-,-
2023-09-17 15:00:00,5,Real Madrid,Real Sociedad,1,2,1,1.65,4.0,4.75,2023-2024,Real Sociedad,Real Madrid,2-0,33
2023-09-17 12:30:00,5,Sevilla,Las Palmas,1,1,0,1.75,3.75,4.5,2023-2024,Las Palmas,Sevilla,1-2,24
2023-09-17 10:15:00,5,Villarreal,Almeria,1,2,1,1.5,4.2,6.5,2023-2024,Almeria,Villarreal,0-2,24
2023-09-17 08:00:00,5,Getafe,Osasuna,1,3,2,2.4,3.0,3.1,2023-2024,Getafe,Osasuna,2-1,37
2023-09-16 15:00:00,5,FC Barcelona,Real Betis,1,5,0,1.4,4.5,7.0,2023-2024,FC Barcelona,Real Betis,4-0,32
2023-09-16 12:30:00,5,Celta Vigo,Mallorca,2,0,1,2.0,3.1,4.2,2023-2024,Celta Vigo,Mallorca,0-1,29
2023-09-16 10:15:00,5,Valencia,Atletico Madrid,1,3,0,3.3,3.25,2.2,2023-2024,Atletico Madrid,Valencia,3-0,26
2023-09-16 08:00:00,5,Athletic Bilbao,Cadiz,1,3,0,1.55,3.75,6.5,2023-2024,Athletic Bilbao,Cadiz,4-1,20
2023-09-15 15:00:00,5,Rayo Vallecano,Alaves,1,2,0,1.85,3.4,4.2,2023-2024,Alaves,Rayo Vallecano,1-0,32
2023-12-23 11:15:00,4,Atletico Madrid,Sevilla,1,1,0,1.44,4.5,6.0,2023-2024,Atletico Madrid,Sevilla,6-1,24
2023-09-03 15:00:00,4,Osasuna,FC Barcelona,2,1,2,4.75,3.8,1.7,2023-2024,FC Barcelona,Osasuna,1-0,33
2023-09-03 10:15:00,4,Mallorca,Athletic Bilbao,0,0,0,3.1,3.0,2.45,2023-2024,Mallorca,Athletic Bilbao,1-1,32
2023-09-03 08:00:00,4,Girona,Las Palmas,1,1,0,1.65,3.75,5.25,2023-2024,Las Palmas,Girona,1-2,38
2023-09-02 15:00:00,4,Real Betis,Rayo Vallecano,1,1,0,1.91,3.4,4.0,2023-2024,Real Betis,Rayo Vallecano,3-1,34
2023-09-02 12:30:00,4,Alaves,Valencia,1,1,0,3.4,3.0,2.3,2023-2024,Alaves,Valencia,2-1,24
2023-09-02 10:15:00,4,Real Madrid,Getafe,1,2,1,1.25,6.0,10.0,2023-2024,Real Madrid,Getafe,1-0,34
2023-09-02 08:00:00,4,Real Sociedad,Granada CF,1,5,3,1.4,5.0,6.5,2023-2024,Real Sociedad,Granada CF,2-0,24
2023-09-01 16:00:00,4,Almeria,Celta Vigo,2,2,3,2.45,3.3,2.8,2023-2024,Celta Vigo,Almeria,2-2,27
2023-09-01 13:30:00,4,Cadiz,Villarreal,1,3,1,3.1,3.3,2.25,2023-2024,Villarreal,Cadiz,2-0,36
2023-08-28 15:30:00,3,Rayo Vallecano,Atletico Madrid,2,0,7,4.5,3.5,1.85,2023-2024,Rayo Vallecano,Atletico Madrid,1-2,28
2023-08-28 13:30:00,3,Getafe,Alaves,1,1,0,2.0,2.9,4.5,2023-2024,Getafe,Alaves,2-2,26
2023-08-27 15:30:00,3,Athletic Bilbao,Real Betis,1,4,2,1.8,3.5,4.5,2023-2024,Athletic Bilbao,Real Betis,0-1,33
2023-08-27 13:30:00,3,Valencia,Osasuna,2,1,2,2.0,3.3,3.75,2023-2024,Valencia,Osasuna,1-0,25
2023-08-27 11:30:00,3,Villarreal,FC Barcelona,2,3,4,3.25,3.5,2.1,2023-2024,Villarreal,FC Barcelona,0-1,21
2023-08-26 15:30:00,3,Sevilla,Girona,2,1,2,1.75,3.4,5.0,2023-2024,Sevilla,Girona,0-2,32
2023-08-26 13:30:00,3,Granada CF,Mallorca,1,3,2,2.38,2.9,3.3,2023-2024,Mallorca,Granada CF,2-6,35
2023-08-26 13:00:00,3,Cadiz,Almeria,0,1,1,2.25,3.25,3.2,2023-2024,Almeria,Cadiz,1-1,26
2023-08-25 15:30:00,3,Celta Vigo,Real Madrid,2,0,1,4.75,3.6,1.75,2023-2024,Real Madrid,Celta Vigo,2-0,30
2023-08-25 13:30:00,3,Las Palmas,Real Sociedad,0,0,0,3.75,3.0,2.15,2023-2024,Las Palmas,Real Sociedad,0-1,32
2023-08-21 15:30:00,2,Granada CF,Rayo Vallecano,2,0,2,2.7,3.0,2.8,2023-2024,Granada CF,Rayo Vallecano,2-2,30
2023-08-21 13:00:00,2,Alaves,Sevilla,1,4,3,3.2,3.1,2.38,2023-2024,Alaves,Sevilla,0-0,27
2023-08-20 15:30:00,2,Real Betis,Atletico Madrid,0,0,0,3.75,3.3,2.0,2023-2024,Atletico Madrid,Real Betis,1-0,27
2023-08-20 13:30:00,2,FC Barcelona,Cadiz,1,2,0,1.22,6.5,11.0,2023-2024,FC Barcelona,Cadiz,2-0,22
2023-08-20 13:00:00,2,Girona,Getafe,1,3,0,2.05,3.1,4.0,2023-2024,Getafe,Girona,3-2,24
2023-08-19 15:30:00,2,Osasuna,Athletic Bilbao,2,0,2,2.8,3.0,2.63,2023-2024,Osasuna,Athletic Bilbao,2-0,36
2023-08-19 13:30:00,2,Almeria,Real Madrid,2,1,3,7.0,4.75,1.4,2023-2024,Real Madrid,Almeria,4-2,32
2023-08-19 11:00:00,2,Real Sociedad,Celta Vigo,0,1,1,1.73,3.5,4.75,2023-2024,Real Sociedad,Celta Vigo,1-1,22
2023-08-18 15:30:00,2,Valencia,Las Palmas,1,1,0,1.75,3.4,5.0,2023-2024,Las Palmas,Valencia,2-1,20
2023-08-18 13:30:00,2,Mallorca,Villarreal,2,0,1,3.0,3.2,2.4,2023-2024,Mallorca,Villarreal,4-2,22
2023-08-14 15:30:00,1,Atletico Madrid,Granada CF,1,3,1,1.3,5.0,10.0,2023-2024,Atletico Madrid,Granada CF,0-0,33
2023-08-14 13:30:00,1,Cadiz,Alaves,1,1,0,2.1,3.0,3.8,2023-2024,Alaves,Cadiz,0-1,38
2023-08-13 15:30:00,1,Getafe,FC Barcelona,0,0,0,6.0,3.8,1.57,2023-2024,Getafe,FC Barcelona,0-0,29
2023-08-13 13:30:00,1,Villarreal,Real Betis,2,1,2,1.7,3.8,4.5,2023-2024,Villarreal,Real Betis,1-1,25
2023-08-13 11:00:00,1,Celta Vigo,Osasuna,2,0,2,2.05,3.1,3.8,2023-2024,Osasuna,Celta Vigo,0-0,24
2023-08-12 15:30:00,1,Athletic Bilbao,Real Madrid,2,0,2,3.2,3.4,2.2,2023-2024,Real Madrid,Athletic Bilbao,1-1,38
2023-08-12 13:30:00,1,Las Palmas,Mallorca,0,1,1,2.45,2.88,3.3,2023-2024,-,-,-,-
2023-08-12 11:00:00,1,Real Sociedad,Girona,0,1,1,1.62,3.8,5.5,2023-2024,Real Sociedad,Girona,2-2,34
2023-08-11 16:00:00,1,Sevilla,Valencia,2,1,2,2.2,3.25,3.3,2023-2024,Valencia,Sevilla,0-2,29
2023-08-11 13:30:00,1,Almeria,Rayo Vallecano,2,0,2,2.38,3.3,2.9,2023-2024,Rayo Vallecano,Almeria,2-0,20
2023-06-04 15:00:00,38,Celta Vigo,FC Barcelona,1,2,1,3.0,3.6,2.2,2022-2023,FC Barcelona,Celta Vigo,1-0,8
2023-06-04 15:00:00,38,Elche,Cadiz,0,1,1,2.6,3.4,2.6,2022-2023,Cadiz,Elche,1-1,17
2023-06-04 15:00:00,38,RCD Espanyol,Almeria,0,3,3,3.5,4.0,1.91,2022-2023,Almeria,RCD Espanyol,3-1,19
2023-06-04 15:00:00,38,Real Valladolid,Getafe,0,0,0,2.1,3.4,3.4,2022-2023,Getafe,Real Valladolid,2-3,7
2023-06-04 15:00:00,38,Real Betis,Valencia,0,1,1,3.1,3.5,2.2,2022-2023,Valencia,Real Betis,3-0,14
2023-06-04 12:30:00,38,Real Sociedad,Sevilla,1,2,1,2.25,3.6,2.9,2022-2023,Sevilla,Real Sociedad,1-2,14
2023-06-04 12:30:00,38,Osasuna,Girona,1,2,1,2.25,3.5,3.0,2022-2023,Girona,Osasuna,1-1,11
2023-06-04 12:30:00,38,Villarreal,Atletico Madrid,0,2,2,2.75,3.4,2.45,2022-2023,Atletico Madrid,Villarreal,0-2,2
2023-06-04 12:30:00,38,Mallorca,Rayo Vallecano,1,3,0,3.4,3.3,2.15,2022-2023,Rayo Vallecano,Mallorca,0-2,3
2023-06-04 12:30:00,38,Real Madrid,Athletic Bilbao,0,1,1,1.95,3.6,3.6,2022-2023,Athletic Bilbao,Real Madrid,0-2,18
2023-05-28 13:00:00,37,Girona,Real Betis,2,1,2,2.2,3.5,3.1,2022-2023,Real Betis,Girona,2-1,6
2023-05-28 13:00:00,37,Cadiz,Celta Vigo,1,1,0,2.6,3.2,2.7,2022-2023,Celta Vigo,Cadiz,3-0,4
2023-05-28 13:00:00,37,Getafe,Osasuna,1,2,1,1.91,3.4,4.0,2022-2023,Osasuna,Getafe,0-2,6
2023-05-28 13:00:00,37,Rayo Vallecano,Villarreal,1,2,1,2.88,3.5,2.3,2022-2023,Villarreal,Rayo Vallecano,0-1,19
2023-05-28 13:00:00,37,Valencia,RCD Espanyol,0,2,2,1.91,3.6,3.75,2022-2023,RCD Espanyol,Valencia,2-2,7
2023-05-28 13:00:00,37,Almeria,Real Valladolid,0,0,0,2.25,3.4,3.1,2022-2023,Real Valladolid,Almeria,1-0,4
2023-05-28 13:00:00,37,Athletic Bilbao,Elche,2,0,1,1.33,5.0,9.5,2022-2023,Elche,Athletic Bilbao,1-4,5
2023-05-28 13:00:00,37,Atletico Madrid,Real Sociedad,1,2,1,1.85,3.75,4.0,2022-2023,Real Sociedad,Atletico Madrid,1-1,4
2023-05-28 13:00:00,37,FC Barcelona,Mallorca,1,3,0,1.45,4.5,7.0,2022-2023,Mallorca,FC Barcelona,0-1,7
2023-05-27 13:00:00,37,Sevilla,Real Madrid,2,1,2,2.9,3.6,2.3,2022-2023,Real Madrid,Sevilla,3-1,11
2023-05-25 15:30:00,36,Osasuna,Athletic Bilbao,1,2,0,3.1,3.25,2.3,2022-2023,Athletic Bilbao,Osasuna,0-0,16
2023-05-25 13:30:00,36,Mallorca,Valencia,1,1,0,2.88,2.88,2.63,2022-2023,Valencia,Mallorca,1-2,11
2023-05-24 16:00:00,36,RCD Espanyol,Atletico Madrid,0,3,3,4.0,3.75,1.83,2022-2023,Atletico Madrid,RCD Espanyol,1-1,13
2023-05-24 16:00:00,36,Real Betis,Getafe,2,0,1,1.91,3.25,4.33,2022-2023,Getafe,Real Betis,0-1,19
2023-05-24 13:30:00,36,Elche,Sevilla,0,1,1,3.8,3.6,1.91,2022-2023,Sevilla,Elche,3-0,19
2023-05-24 13:30:00,36,Villarreal,Cadiz,1,2,0,1.45,4.5,6.5,2022-2023,Cadiz,Villarreal,0-0,7
2023-05-24 13:30:00,36,Real Madrid,Rayo Vallecano,1,2,1,1.36,5.0,8.0,2022-2023,Rayo Vallecano,Real Madrid,3-2,13
2023-05-23 16:00:00,36,Real Valladolid,FC Barcelona,1,3,1,5.0,4.0,1.67,2022-2023,FC Barcelona,Real Valladolid,4-0,3
2023-05-23 13:30:00,36,Real Sociedad,Almeria,1,1,0,1.4,4.75,8.5,2022-2023,Almeria,Real Sociedad,0-2,16
2023-05-23 13:30:00,36,Celta Vigo,Girona,0,1,1,2.2,3.4,3.25,2022-2023,Girona,Celta Vigo,0-1,3
2023-05-21 15:00:00,35,Sevilla,Real Betis,0,0,0,2.05,3.3,3.6,2022-2023,Real Betis,Sevilla,1-1,13
2023-05-21 12:30:00,35,Valencia,Real Madrid,1,1,0,3.75,3.5,1.95,2022-2023,Real Madrid,Valencia,2-0,17
2023-05-21 10:15:00,35,Atletico Madrid,Osasuna,1,3,0,1.3,5.0,11.0,2022-2023,Osasuna,Atletico Madrid,0-1,19
2023-05-21 08:00:00,35,Rayo Vallecano,RCD Espanyol,2,1,2,2.0,3.3,3.75,2022-2023,RCD Espanyol,Rayo Vallecano,0-2,2
2023-05-20 15:00:00,35,FC Barcelona,Real Sociedad,2,1,2,1.57,3.8,5.75,2022-2023,Real Sociedad,FC Barcelona,1-4,2
2023-05-20 12:30:00,35,Almeria,Mallorca,1,3,0,2.3,3.2,3.2,2022-2023,Mallorca,Almeria,1-0,6
2023-05-20 12:30:00,35,Getafe,Elche,0,1,1,1.5,4.2,6.5,2022-2023,Elche,Getafe,0-1,12
2023-05-20 10:15:00,35,Athletic Bilbao,Celta Vigo,1,2,1,1.67,3.6,5.25,2022-2023,Celta Vigo,Athletic Bilbao,1-0,19
2023-05-20 08:00:00,35,Girona,Villarreal,2,1,2,2.7,3.5,2.45,2022-2023,Villarreal,Girona,1-0,18
2023-05-19 15:00:00,35,Cadiz,Real Valladolid,1,2,0,2.2,3.25,3.3,2022-2023,Real Valladolid,Cadiz,0-1,6
2023-05-15 15:00:00,34,Real Betis,Rayo Vallecano,1,3,1,1.91,3.4,4.0,2022-2023,Rayo Vallecano,Real Betis,1-2,16
2023-05-14 15:00:00,34,RCD Espanyol,FC Barcelona,2,2,4,6.0,4.33,1.5,2022-2023,FC Barcelona,RCD Espanyol,1-1,15
2023-05-14 12:30:00,34,Real Valladolid,Sevilla,2,0,3,2.3,3.4,3.0,2022-2023,Sevilla,Real Valladolid,1-1,2
2023-05-14 10:15:00,34,Elche,Atletico Madrid,1,1,0,7.0,4.5,1.44,2022-2023,Atletico Madrid,Elche,2-0,15
2023-05-14 08:00:00,34,Celta Vigo,Valencia,2,1,2,2.15,3.4,3.3,2022-2023,Valencia,Celta Vigo,3-0,6
2023-05-13 15:00:00,34,Real Madrid,Getafe,1,1,0,1.36,5.0,8.0,2022-2023,Getafe,Real Madrid,0-1,8
2023-05-13 12:30:00,34,Villarreal,Athletic Bilbao,1,5,1,2.2,3.4,3.2,2022-2023,Athletic Bilbao,Villarreal,1-0,12
2023-05-13 10:15:00,34,Osasuna,Almeria,1,3,1,2.0,3.5,3.75,2022-2023,Almeria,Osasuna,0-1,5
2023-05-13 08:00:00,34,Real Sociedad,Girona,0,2,2,1.62,4.0,5.0,2022-2023,Girona,Real Sociedad,3-5,7
2023-05-12 15:00:00,34,Mallorca,Cadiz,1,1,0,2.05,3.0,4.0,2022-2023,Cadiz,Mallorca,2-0,19
2023-05-04 16:00:00,33,Rayo Vallecano,Real Valladolid,1,2,1,1.65,3.8,5.0,2022-2023,Real Valladolid,Rayo Vallecano,0-1,17
2023-05-04 16:00:00,33,Athletic Bilbao,Real Betis,2,0,1,1.62,3.8,4.75,2022-2023,Real Betis,Athletic Bilbao,0-0,15
2023-05-04 13:30:00,33,Girona,Mallorca,1,2,1,2.2,3.2,3.4,2022-2023,Mallorca,Girona,1-1,4
2023-05-04 13:30:00,33,Sevilla,RCD Espanyol,1,3,2,1.91,3.5,4.0,2022-2023,RCD Espanyol,Sevilla,2-3,5
2023-05-03 16:00:00,33,Atletico Madrid,Cadiz,1,5,1,1.3,5.5,10.0,2022-2023,Cadiz,Atletico Madrid,3-2,12
