Date,MD,Home,Away,FTR,HomeG,AwayG,HmOd,DrOd,AwOd,Season,hHome,hAway,hScre,hRnd,Date_Only
2016-10-23 09:00:00,9,Atalanta,Inter,1,2,1,3.75,3.4,2.0,2016-2017,Atalanta,Inter Milan,1-1,20,2016-10-23
2016-10-23 09:00:00,9,Cagliari,Fiorentina,2,3,5,2.9,3.3,2.37,2016-2017,-,-,-,-,2016-10-23
2016-10-23 09:00:00,9,Crotone,Napoli,2,1,2,15.0,6.0,1.2,2016-2017,-,-,-,-,2016-10-23
2016-10-23 09:00:00,9,Empoli,Chievo,0,0,0,2.4,3.1,3.1,2016-2017,Chievo,Empoli,1-1,20,2016-10-23
2016-10-23 09:00:00,9,Torino,Lazio,0,2,2,2.25,3.25,3.2,2016-2017,Torino,Lazio,1-1,28,2016-10-23
2016-10-23 06:30:00,9,Udinese,Pescara,1,3,1,1.8,3.3,4.75,2016-2017,-,-,-,-,2016-10-23
2016-10-22 14:45:00,9,AC Milan,Juventus,1,1,0,4.2,3.6,1.83,2016-2017,AC Milan,Juventus,1-2,32,2016-10-22
2016-10-22 11:59:00,9,Sampdoria,Genoa,1,2,1,2.62,3.3,2.6,2016-2017,Sampdoria,Genoa,0-3,37,2016-10-22
2016-10-17 14:45:00,8,Palermo,Torino,2,1,4,3.3,3.4,2.15,2016-2017,Palermo,Torino,1-3,25,2016-10-17
2016-10-16 14:45:00,8,Chievo,AC Milan,2,1,3,3.2,3.25,2.25,2016-2017,Chievo,AC Milan,0-0,29,2016-10-16
2016-10-16 09:00:00,8,Genoa,Empoli,0,0,0,1.66,3.75,5.0,2016-2017,Genoa,Empoli,1-0,28,2016-10-16
2016-10-16 09:00:00,8,Inter,Cagliari,2,1,2,1.4,4.5,8.0,2016-2017,-,-,-,-,2016-10-16
2016-10-16 09:00:00,8,Lazio,Bologna,0,1,1,1.57,3.8,6.0,2016-2017,Bologna,Lazio,2-2,20,2016-10-16
2016-10-16 09:00:00,8,Sassuolo,Crotone,1,2,1,1.44,4.33,7.0,2016-2017,-,-,-,-,2016-10-16
2016-10-16 06:30:00,8,Fiorentina,Atalanta,0,0,0,1.55,4.0,6.0,2016-2017,Atalanta,Fiorentina,2-3,26,2016-10-16
2016-10-15 14:45:00,8,Juventus,Udinese,1,2,1,1.2,6.5,13.0,2016-2017,Udinese,Juventus,0-4,20,2016-10-15
2016-10-15 11:59:00,8,Pescara,Sampdoria,0,1,1,2.8,3.3,2.5,2016-2017,-,-,-,-,2016-10-15
2016-10-15 09:00:00,8,Napoli,AS Roma,2,1,3,1.9,3.6,3.8,2016-2017,AS Roma,Napoli,1-0,35,2016-10-15
2016-10-02 14:45:00,7,AS Roma,Inter,1,2,1,2.0,3.3,3.8,2016-2017,AS Roma,Inter Milan,1-1,30,2016-10-02
2016-10-02 11:59:00,7,AC Milan,Sassuolo,1,4,3,1.83,3.5,4.33,2016-2017,Sassuolo,AC Milan,2-0,28,2016-10-02
2016-10-02 11:59:00,7,Torino,Fiorentina,1,2,1,2.37,3.1,3.1,2016-2017,Fiorentina,Torino,2-0,21,2016-10-02
2016-10-02 09:00:00,7,Atalanta,Napoli,1,1,0,5.0,4.0,1.61,2016-2017,Napoli,Atalanta,2-1,36,2016-10-02
2016-10-02 09:00:00,7,Bologna,Genoa,2,0,1,2.37,3.0,3.2,2016-2017,Bologna,Genoa,2-0,35,2016-10-02
2016-10-02 09:00:00,7,Cagliari,Crotone,1,2,1,1.55,3.75,6.5,2016-2017,-,-,-,-,2016-10-02
2016-10-02 09:00:00,7,Sampdoria,Palermo,0,1,1,1.57,3.75,6.0,2016-2017,Palermo,Sampdoria,2-0,36,2016-10-02
2016-10-02 06:30:00,7,Empoli,Juventus,2,0,3,10.0,5.0,1.3,2016-2017,Juventus,Empoli,1-0,31,2016-10-02
2016-10-01 14:45:00,7,Udinese,Lazio,2,0,3,3.0,3.4,2.3,2016-2017,Udinese,Lazio,0-0,22,2016-10-01
2016-10-01 11:59:00,7,Pescara,Chievo,2,0,2,2.62,3.4,2.55,2016-2017,-,-,-,-,2016-10-01
2016-09-26 15:00:00,6,Cagliari,Sampdoria,1,2,1,2.55,3.1,2.9,2016-2017,-,-,-,-,2016-09-26
2016-09-26 13:00:00,6,Crotone,Atalanta,2,1,3,3.25,3.3,2.2,2016-2017,-,-,-,-,2016-09-26
2016-09-25 14:45:00,6,Fiorentina,AC Milan,0,0,0,2.15,3.2,3.5,2016-2017,AC Milan,Fiorentina,2-0,20,2016-09-25
2016-09-25 09:00:00,6,Genoa,Pescara,0,1,1,1.61,3.8,5.5,2016-2017,-,-,-,-,2016-09-25
2016-09-25 09:00:00,6,Inter,Bologna,0,1,1,1.4,4.5,8.0,2016-2017,Inter Milan,Bologna,2-1,29,2016-09-25
2016-09-25 09:00:00,6,Lazio,Empoli,1,2,0,1.44,4.5,6.5,2016-2017,Lazio,Empoli,2-0,33,2016-09-25
2016-09-25 09:00:00,6,Sassuolo,Udinese,1,1,0,1.8,3.3,4.75,2016-2017,Sassuolo,Udinese,1-1,30,2016-09-25
2016-09-25 06:30:00,6,Torino,AS Roma,1,3,1,3.25,3.5,2.1,2016-2017,AS Roma,Torino,3-2,34,2016-09-25
2016-09-24 14:45:00,6,Napoli,Chievo,1,2,0,1.3,5.5,9.0,2016-2017,Napoli,Chievo,3-1,28,2016-09-24
2016-09-24 11:59:00,6,Palermo,Juventus,2,0,1,9.0,5.0,1.33,2016-2017,Juventus,Palermo,4-0,33,2016-09-24
2016-09-21 14:45:00,5,AS Roma,Crotone,1,4,0,1.16,6.0,23.0,2016-2017,-,-,-,-,2016-09-21
2016-09-21 14:45:00,5,Atalanta,Palermo,2,0,1,1.66,3.6,5.25,2016-2017,Palermo,Atalanta,2-2,34,2016-09-21
2016-09-21 14:45:00,5,Chievo,Sassuolo,1,2,1,2.4,3.1,3.1,2016-2017,Chievo,Sassuolo,1-1,25,2016-09-21
2016-09-21 14:45:00,5,Empoli,Inter,2,0,2,3.6,3.3,2.05,2016-2017,Inter Milan,Empoli,2-1,37,2016-09-21
2016-09-21 14:45:00,5,Genoa,Napoli,0,0,0,3.75,3.5,1.95,2016-2017,Napoli,Genoa,3-1,30,2016-09-21
2016-09-21 14:45:00,5,Juventus,Cagliari,1,4,0,1.1,9.0,23.0,2016-2017,-,-,-,-,2016-09-21
2016-09-21 14:45:00,5,Pescara,Torino,0,0,0,3.2,3.25,2.25,2016-2017,-,-,-,-,2016-09-21
2016-09-21 14:45:00,5,Udinese,Fiorentina,0,2,2,3.2,3.25,2.25,2016-2017,Udinese,Fiorentina,2-1,34,2016-09-21
2016-09-21 12:30:00,5,Bologna,Sampdoria,1,2,0,2.1,3.3,3.5,2016-2017,Bologna,Sampdoria,3-2,22,2016-09-21
2016-09-20 14:45:00,5,AC Milan,Lazio,1,2,0,2.1,3.4,3.4,2016-2017,AC Milan,Lazio,1-1,30,2016-09-20
2016-09-18 14:45:00,4,Fiorentina,AS Roma,1,1,0,2.7,3.4,2.5,2016-2017,AS Roma,Fiorentina,4-1,28,2016-09-18
2016-09-18 11:59:00,4,Inter,Juventus,1,2,1,3.75,3.3,2.0,2016-2017,Juventus,Inter Milan,2-0,27,2016-09-18
2016-09-18 09:00:00,4,Cagliari,Atalanta,1,3,0,2.3,3.3,3.1,2016-2017,-,-,-,-,2016-09-18
2016-09-18 09:00:00,4,Crotone,Palermo,0,1,1,2.55,3.3,2.7,2016-2017,-,-,-,-,2016-09-18
2016-09-18 09:00:00,4,Sassuolo,Genoa,1,2,0,2.0,3.4,3.75,2016-2017,Sassuolo,Genoa,0-1,32,2016-09-18
2016-09-18 09:00:00,4,Torino,Empoli,0,0,0,1.8,3.5,4.5,2016-2017,Empoli,Torino,2-1,38,2016-09-18
2016-09-18 06:30:00,4,Udinese,Chievo,2,1,2,2.05,3.2,3.75,2016-2017,Udinese,Chievo,0-0,33,2016-09-18
2016-09-17 14:45:00,4,Napoli,Bologna,1,3,1,1.28,5.75,9.0,2016-2017,Napoli,Bologna,6-0,34,2016-09-17
2016-09-17 11:59:00,4,Lazio,Pescara,1,3,0,1.3,5.0,10.0,2016-2017,-,-,-,-,2016-09-17
2016-09-16 14:45:00,4,Sampdoria,AC Milan,2,0,1,3.3,3.3,2.2,2016-2017,Sampdoria,AC Milan,0-1,33,2016-09-16
2016-12-15 15:00:00,3,Genoa,Fiorentina,1,1,0,,,,2016-2017,Genoa,Fiorentina,0-0,22,2016-12-15
2016-09-12 14:45:00,3,Empoli,Crotone,1,2,1,1.57,3.5,5.75,2016-2017,-,-,-,-,2016-09-12
2016-09-11 14:45:00,3,Pescara,Inter,2,1,2,4.2,3.6,1.72,2016-2017,-,-,-,-,2016-09-11
2016-09-11 09:00:00,3,AC Milan,Udinese,2,0,1,1.61,3.75,4.75,2016-2017,AC Milan,Udinese,1-1,24,2016-09-11
2016-09-11 09:00:00,3,AS Roma,Sampdoria,1,3,2,1.33,5.0,7.0,2016-2017,AS Roma,Sampdoria,2-1,24,2016-09-11
2016-09-11 09:00:00,3,Atalanta,Torino,1,2,1,2.5,3.1,2.7,2016-2017,Torino,Atalanta,2-1,32,2016-09-11
2016-09-11 09:00:00,3,Chievo,Lazio,0,1,1,2.62,3.2,2.5,2016-2017,Lazio,Chievo,4-1,21,2016-09-11
2016-09-11 06:30:00,3,Bologna,Cagliari,1,2,1,2.0,3.4,3.75,2016-2017,-,-,-,-,2016-09-11
2016-09-10 14:45:00,3,Palermo,Napoli,2,0,3,6.5,4.5,1.4,2016-2017,Palermo,Napoli,0-1,29,2016-09-10
2016-09-10 11:59:00,3,Juventus,Sassuolo,1,3,1,1.36,4.5,7.0,2016-2017,Juventus,Sassuolo,1-0,29,2016-09-10
2016-08-28 14:45:00,2,Cagliari,AS Roma,0,2,2,4.2,3.5,1.9,2016-2017,-,-,-,-,2016-08-28
2016-08-28 14:45:00,2,Crotone,Genoa,2,1,3,3.6,3.4,2.1,2016-2017,-,-,-,-,2016-08-28
2016-08-28 14:45:00,2,Fiorentina,Chievo,1,1,0,1.53,4.0,7.0,2016-2017,Chievo,Fiorentina,0-0,36,2016-08-28
2016-08-28 14:45:00,2,Sampdoria,Atalanta,1,2,1,2.0,3.3,4.0,2016-2017,Sampdoria,Atalanta,0-0,25,2016-08-28
2016-08-28 14:45:00,2,Sassuolo,Pescara,2,0,3,1.61,3.75,6.0,2016-2017,-,-,-,-,2016-08-28
2016-08-28 14:45:00,2,Torino,Bologna,1,5,1,1.75,3.6,5.0,2016-2017,Bologna,Torino,0-1,33,2016-08-28
2016-08-28 14:45:00,2,Udinese,Empoli,1,2,0,2.1,3.4,3.6,2016-2017,Empoli,Udinese,1-1,23,2016-08-28
2016-08-28 11:59:00,2,Inter,Palermo,0,1,1,1.36,4.75,9.0,2016-2017,Inter Milan,Palermo,3-1,28,2016-08-28
2016-08-27 14:45:00,2,Napoli,AC Milan,1,4,2,1.61,4.0,5.5,2016-2017,Napoli,AC Milan,1-1,26,2016-08-27
2016-08-27 11:59:00,2,Lazio,Juventus,2,0,1,4.5,3.5,1.83,2016-2017,Juventus,Lazio,3-0,34,2016-08-27
2016-08-21 14:45:00,1,Atalanta,Lazio,2,3,4,3.0,3.2,2.37,2016-2017,Lazio,Atalanta,2-0,29,2016-08-21
2016-08-21 14:45:00,1,Bologna,Crotone,1,1,0,2.0,3.3,3.8,2016-2017,-,-,-,-,2016-08-21
2016-08-21 14:45:00,1,Chievo,Inter,1,2,0,4.0,3.3,1.95,2016-2017,Inter Milan,Chievo,1-0,23,2016-08-21
2016-08-21 14:45:00,1,Empoli,Sampdoria,2,0,1,2.37,3.2,3.0,2016-2017,Empoli,Sampdoria,1-1,29,2016-08-21
2016-08-21 14:45:00,1,Genoa,Cagliari,1,3,1,2.0,3.3,3.8,2016-2017,-,-,-,-,2016-08-21
2016-08-21 14:45:00,1,Palermo,Sassuolo,2,0,1,2.5,3.2,2.87,2016-2017,Sassuolo,Palermo,2-2,24,2016-08-21
2016-08-21 14:45:00,1,Pescara,Napoli,0,2,2,8.0,4.5,1.4,2016-2017,-,-,-,-,2016-08-21
2016-08-21 11:59:00,1,AC Milan,Torino,1,3,2,1.8,3.5,4.5,2016-2017,AC Milan,Torino,1-0,27,2016-08-21
2016-08-20 14:45:00,1,Juventus,Fiorentina,1,2,1,1.5,4.2,6.5,2016-2017,Fiorentina,Juventus,1-2,35,2016-08-20
2016-08-20 11:59:00,1,AS Roma,Udinese,1,4,0,1.33,5.0,9.0,2016-2017,Udinese,AS Roma,1-2,29,2016-08-20
2016-05-15 14:45:00,38,Lazio,Fiorentina,2,2,4,2.15,3.6,3.1,2015-2016,Fiorentina,Lazio,1-3,19,2016-05-15
2016-05-15 14:45:00,38,Palermo,Hellas Verona,1,3,2,1.2,6.5,13.0,2015-2016,Verona,Palermo,0-1,19,2016-05-15
2016-05-15 14:45:00,38,Udinese,Athletic Carpi,2,1,2,2.55,3.4,2.62,2015-2016,Athletic Carpi,Udinese,2-1,19,2016-05-15
2016-05-15 11:59:00,38,Chievo,Bologna,0,0,0,2.05,3.4,3.5,2015-2016,Bologna,Chievo,0-1,19,2016-05-15
2016-05-15 11:59:00,38,Empoli,Torino,1,2,1,2.55,3.5,2.6,2015-2016,Torino,Empoli,0-1,19,2016-05-15
2016-05-15 11:59:00,38,Genoa,Atalanta,2,1,2,1.85,3.6,4.0,2015-2016,Atalanta,Genoa,0-2,19,2016-05-15
2016-05-14 14:45:00,38,AC Milan,AS Roma,2,1,3,3.1,3.6,2.15,2015-2016,AS Roma,AC Milan,1-1,19,2016-05-14
2016-05-14 14:45:00,38,Napoli,Frosinone,1,4,0,1.12,8.5,17.0,2015-2016,Frosinone,Napoli,1-5,19,2016-05-14
2016-05-14 14:45:00,38,Sassuolo,Inter,1,3,1,1.8,4.0,4.0,2015-2016,Inter Milan,Sassuolo,0-1,19,2016-05-14
2016-05-14 11:00:00,38,Juventus,Sampdoria,1,5,0,1.25,5.75,11.0,2015-2016,Sampdoria,Juventus,1-2,19,2016-05-14
2016-05-08 14:45:00,37,Hellas Verona,Juventus,1,2,1,5.25,4.2,1.57,2015-2016,Juventus,Verona,3-0,18,2016-05-08
2016-05-08 14:45:00,37,Torino,Napoli,2,1,2,6.0,4.33,1.5,2015-2016,Napoli,Torino,2-1,18,2016-05-08
2016-05-08 09:00:00,37,Atalanta,Udinese,0,1,1,2.6,3.2,2.7,2015-2016,Udinese,Atalanta,2-1,18,2016-05-08
2016-05-08 09:00:00,37,Athletic Carpi,Lazio,2,1,3,2.6,3.25,2.7,2015-2016,Lazio,Athletic Carpi,0-0,18,2016-05-08
2016-05-08 09:00:00,37,Fiorentina,Palermo,0,0,0,1.61,3.8,5.5,2015-2016,Palermo,Fiorentina,1-3,18,2016-05-08
2016-05-08 09:00:00,37,Frosinone,Sassuolo,2,0,1,3.4,3.4,2.1,2015-2016,Sassuolo,Frosinone,2-2,18,2016-05-08
2016-05-08 09:00:00,37,Sampdoria,Genoa,2,0,3,2.37,3.25,3.0,2015-2016,Genoa,Sampdoria,2-3,18,2016-05-08
2016-05-08 06:30:00,37,AS Roma,Chievo,1,3,0,1.3,5.5,9.0,2015-2016,Chievo,AS Roma,3-3,18,2016-05-08
2016-05-07 14:45:00,37,Bologna,AC Milan,2,0,1,3.2,3.4,2.2,2015-2016,AC Milan,Bologna,0-1,18,2016-05-07
2016-05-07 11:59:00,37,Inter,Empoli,1,2,1,1.33,5.25,8.0,2015-2016,Empoli,Inter Milan,0-1,18,2016-05-07
2016-05-02 15:00:00,36,Napoli,Atalanta,1,2,1,1.2,7.0,11.0,2015-2016,Atalanta,Napoli,1-3,17,2016-05-02
2016-05-02 13:00:00,36,Genoa,AS Roma,2,2,3,4.75,3.6,1.75,2015-2016,AS Roma,Genoa,2-0,17,2016-05-02
2016-05-01 14:45:00,36,Lazio,Inter,1,2,0,2.5,3.3,2.8,2015-2016,Inter Milan,Lazio,1-2,17,2016-05-01
2016-05-01 09:00:00,36,AC Milan,Frosinone,0,3,3,1.33,5.25,8.0,2015-2016,Frosinone,AC Milan,2-4,17,2016-05-01
2016-05-01 09:00:00,36,Empoli,Bologna,0,0,0,2.2,3.4,3.2,2015-2016,Bologna,Empoli,2-3,17,2016-05-01
2016-05-01 09:00:00,36,Palermo,Sampdoria,1,2,0,2.4,3.3,2.9,2015-2016,Sampdoria,Palermo,2-0,17,2016-05-01
2016-05-01 09:00:00,36,Sassuolo,Hellas Verona,1,1,0,1.83,3.4,4.5,2015-2016,Verona,Sassuolo,1-1,17,2016-05-01
2016-05-01 06:30:00,36,Juventus,Athletic Carpi,1,2,0,1.16,7.5,13.0,2015-2016,Athletic Carpi,Juventus,2-3,17,2016-05-01
2016-04-30 14:45:00,36,Chievo,Fiorentina,0,0,0,3.4,3.4,2.1,2015-2016,Fiorentina,Chievo,2-0,17,2016-04-30
2016-04-30 11:59:00,36,Udinese,Torino,2,1,5,2.37,3.25,3.0,2015-2016,Torino,Udinese,0-1,17,2016-04-30
2016-04-25 13:00:00,35,Athletic Carpi,Empoli,1,1,0,2.1,3.25,3.75,2015-2016,Empoli,Athletic Carpi,3-0,16,2016-04-25
2016-04-25 11:00:00,35,Hellas Verona,AC Milan,1,2,1,4.6,3.6,1.8,2015-2016,AC Milan,Verona,1-1,16,2016-04-25
2016-04-25 09:00:00,35,AS Roma,Napoli,1,1,0,2.5,3.4,2.8,2015-2016,Napoli,AS Roma,0-0,16,2016-04-25
2016-04-24 14:45:00,35,Fiorentina,Juventus,2,1,2,3.6,3.4,2.1,2015-2016,Juventus,Fiorentina,3-1,16,2016-04-24
2016-04-24 09:00:00,35,Atalanta,Chievo,1,1,0,2.1,3.25,3.75,2015-2016,Chievo,Atalanta,1-0,16,2016-04-24
2016-04-24 09:00:00,35,Bologna,Genoa,1,2,0,2.3,3.2,3.25,2015-2016,Genoa,Bologna,0-1,16,2016-04-24
2016-04-24 09:00:00,35,Sampdoria,Lazio,1,2,1,2.75,3.2,2.7,2015-2016,Lazio,Sampdoria,1-1,16,2016-04-24
2016-04-24 09:00:00,35,Torino,Sassuolo,2,1,3,2.1,3.5,3.5,2015-2016,Sassuolo,Torino,1-1,16,2016-04-24
2016-04-24 06:30:00,35,Frosinone,Palermo,2,0,2,2.2,3.3,3.4,2015-2016,Palermo,Frosinone,4-1,16,2016-04-24
2016-04-23 14:45:00,35,Inter,Udinese,1,3,1,1.44,4.2,8.5,2015-2016,Udinese,Inter Milan,0-4,16,2016-04-23
2016-04-21 14:45:00,34,AC Milan,Athletic Carpi,0,0,0,1.44,4.2,7.5,2015-2016,Athletic Carpi,AC Milan,0-0,15,2016-04-21
2016-04-20 14:45:00,34,AS Roma,Torino,1,3,2,1.53,4.0,6.0,2015-2016,Torino,AS Roma,1-1,15,2016-04-20
2016-04-20 14:45:00,34,Chievo,Frosinone,1,5,1,1.8,3.5,4.5,2015-2016,Frosinone,Chievo,0-2,15,2016-04-20
2016-04-20 14:45:00,34,Empoli,Hellas Verona,1,1,0,1.75,3.4,5.0,2015-2016,Verona,Empoli,0-1,15,2016-04-20
2016-04-20 14:45:00,34,Genoa,Inter,1,1,0,3.0,3.25,2.37,2015-2016,Inter Milan,Genoa,1-0,15,2016-04-20
2016-04-20 14:45:00,34,Juventus,Lazio,1,3,0,1.4,4.33,8.5,2015-2016,Lazio,Juventus,0-2,15,2016-04-20
2016-04-20 14:45:00,34,Palermo,Atalanta,0,2,2,2.87,3.2,2.5,2015-2016,Atalanta,Palermo,3-0,15,2016-04-20
2016-04-20 14:45:00,34,Udinese,Fiorentina,1,2,1,3.8,3.3,2.0,2015-2016,Fiorentina,Udinese,3-0,15,2016-04-20
2016-04-20 12:30:00,34,Sassuolo,Sampdoria,0,0,0,2.05,3.25,3.75,2015-2016,Sampdoria,Sassuolo,1-3,15,2016-04-20
2016-04-19 14:45:00,34,Napoli,Bologna,1,6,0,1.22,5.75,13.0,2015-2016,Bologna,Napoli,3-2,15,2016-04-19
2016-04-17 14:45:00,33,Sampdoria,AC Milan,2,0,1,3.4,3.3,2.15,2015-2016,AC Milan,Sampdoria,4-1,14,2016-04-17
2016-04-17 11:59:00,33,Lazio,Empoli,1,2,0,1.66,3.6,5.25,2015-2016,Empoli,Lazio,1-0,14,2016-04-17
2016-04-17 09:00:00,33,Fiorentina,Sassuolo,1,3,1,1.75,3.5,4.75,2015-2016,Sassuolo,Fiorentina,1-1,14,2016-04-17
2016-04-17 09:00:00,33,Hellas Verona,Frosinone,2,1,2,1.9,3.6,3.75,2015-2016,Frosinone,Verona,3-2,14,2016-04-17
2016-04-17 09:00:00,33,Juventus,Palermo,1,4,0,1.2,6.0,15.0,2015-2016,Palermo,Juventus,0-3,14,2016-04-17
2016-04-17 09:00:00,33,Udinese,Chievo,0,0,0,1.9,3.4,4.0,2015-2016,Chievo,Udinese,2-3,14,2016-04-17
2016-04-17 06:30:00,33,Atalanta,AS Roma,0,3,3,4.6,3.6,1.75,2015-2016,AS Roma,Atalanta,0-2,14,2016-04-17
2016-04-16 14:45:00,33,Inter,Napoli,1,2,0,2.9,3.3,2.37,2015-2016,Napoli,Inter Milan,2-1,14,2016-04-16
2016-04-16 11:59:00,33,Athletic Carpi,Genoa,1,4,1,2.6,3.1,2.8,2015-2016,Genoa,Athletic Carpi,1-2,14,2016-04-16
2016-04-16 09:00:00,33,Bologna,Torino,2,0,1,2.8,3.2,2.55,2015-2016,Torino,Bologna,2-0,14,2016-04-16
2016-04-11 14:45:00,32,AS Roma,Bologna,0,1,1,1.33,5.0,9.0,2015-2016,Bologna,AS Roma,2-2,13,2016-04-11
2016-04-10 14:45:00,32,Palermo,Lazio,2,0,3,4.2,3.5,1.85,2015-2016,Lazio,Palermo,1-1,13,2016-04-10
2016-04-10 09:00:00,32,Napoli,Hellas Verona,1,3,0,1.15,7.0,17.0,2015-2016,Verona,Napoli,0-2,13,2016-04-10
2016-04-10 09:00:00,32,Sampdoria,Udinese,1,2,0,2.0,3.3,3.75,2015-2016,Udinese,Sampdoria,1-0,13,2016-04-10
2016-04-10 09:00:00,32,Torino,Atalanta,1,2,1,1.72,3.6,4.75,2015-2016,Atalanta,Torino,0-1,13,2016-04-10
2016-04-10 06:30:00,32,Empoli,Fiorentina,1,2,0,3.75,3.4,2.0,2015-2016,Fiorentina,Empoli,2-2,13,2016-04-10
2016-04-09 14:45:00,32,AC Milan,Juventus,2,1,2,3.75,3.4,2.0,2015-2016,Juventus,AC Milan,1-0,13,2016-04-09
2016-04-09 11:59:00,32,Chievo,Athletic Carpi,1,1,0,2.1,3.2,3.6,2015-2016,Athletic Carpi,Chievo,1-2,13,2016-04-09
2016-04-09 11:59:00,32,Sassuolo,Genoa,2,0,1,2.1,3.25,3.6,2015-2016,Genoa,Sassuolo,2-1,13,2016-04-09
2016-04-09 09:00:00,32,Frosinone,Inter,2,0,1,6.0,3.9,1.57,2015-2016,Inter Milan,Frosinone,4-0,13,2016-04-09
2016-04-04 14:45:00,31,Bologna,Hellas Verona,2,0,1,1.95,3.3,4.0,2015-2016,Verona,Bologna,0-2,12,2016-04-04
2016-04-03 14:45:00,31,Inter,Torino,2,1,2,1.9,3.4,4.0,2015-2016,Torino,Inter Milan,0-1,12,2016-04-03
2016-04-03 09:00:00,31,Atalanta,AC Milan,1,2,1,3.4,3.2,2.2,2015-2016,AC Milan,Atalanta,0-0,12,2016-04-03
2016-04-03 09:00:00,31,Chievo,Palermo,1,3,1,2.05,3.4,3.6,2015-2016,Palermo,Chievo,1-0,12,2016-04-03
2016-04-03 09:00:00,31,Fiorentina,Sampdoria,0,1,1,1.44,4.2,7.5,2015-2016,Sampdoria,Fiorentina,0-2,12,2016-04-03
2016-04-03 09:00:00,31,Genoa,Frosinone,1,4,0,1.72,3.6,4.75,2015-2016,Frosinone,Genoa,2-2,12,2016-04-03
2016-04-03 09:00:00,31,Lazio,AS Roma,2,1,4,3.2,3.2,2.3,2015-2016,AS Roma,Lazio,2-0,12,2016-04-03
2016-04-03 06:30:00,31,Udinese,Napoli,1,3,1,8.0,4.5,1.4,2015-2016,Napoli,Udinese,1-0,12,2016-04-03
2016-04-02 14:45:00,31,Juventus,Empoli,1,1,0,1.25,5.25,13.0,2015-2016,Empoli,Juventus,1-3,12,2016-04-02
2016-04-02 11:59:00,31,Athletic Carpi,Sassuolo,2,1,3,3.3,3.1,2.3,2015-2016,Sassuolo,Athletic Carpi,1-0,12,2016-04-02
2016-03-20 15:45:00,30,AC Milan,Lazio,0,1,1,1.9,3.4,4.0,2015-2016,Lazio,AC Milan,1-3,11,2016-03-20
2016-03-20 13:00:00,30,Napoli,Genoa,1,3,1,1.33,4.5,11.0,2015-2016,Genoa,Napoli,0-0,11,2016-03-20
2016-03-20 10:00:00,30,Frosinone,Fiorentina,0,0,0,7.0,4.0,1.5,2015-2016,Fiorentina,Frosinone,4-1,11,2016-03-20
2016-03-20 10:00:00,30,Hellas Verona,Athletic Carpi,2,1,2,2.4,3.1,3.1,2015-2016,Athletic Carpi,Verona,0-0,11,2016-03-20
2016-03-20 10:00:00,30,Sampdoria,Chievo,2,0,1,2.1,3.2,3.6,2015-2016,Chievo,Sampdoria,1-1,11,2016-03-20
2016-03-20 10:00:00,30,Sassuolo,Udinese,0,1,1,1.8,3.4,4.75,2015-2016,Udinese,Sassuolo,0-0,11,2016-03-20
2016-03-20 10:00:00,30,Torino,Juventus,2,1,4,4.5,3.5,1.8,2015-2016,Juventus,Torino,2-1,11,2016-03-20
2016-03-20 07:30:00,30,Atalanta,Bologna,1,2,0,2.6,3.1,2.8,2015-2016,Bologna,Atalanta,3-0,11,2016-03-20
2016-03-19 15:45:00,30,AS Roma,Inter,0,1,1,2.05,3.3,3.6,2015-2016,Inter Milan,AS Roma,1-0,11,2016-03-19
2016-03-19 13:00:00,30,Empoli,Palermo,0,0,0,1.8,3.6,4.33,2015-2016,Palermo,Empoli,0-1,11,2016-03-19
2016-03-13 15:45:00,29,Lazio,Atalanta,1,2,0,1.5,4.0,7.0,2015-2016,Atalanta,Lazio,2-1,10,2016-03-13
2016-03-13 15:45:00,29,Palermo,Napoli,2,0,1,7.0,4.75,1.4,2015-2016,Napoli,Palermo,2-0,10,2016-03-13
2016-03-13 10:00:00,29,Athletic Carpi,Frosinone,1,2,1,2.1,3.2,3.6,2015-2016,Frosinone,Athletic Carpi,2-1,10,2016-03-13
2016-03-13 10:00:00,29,Fiorentina,Hellas Verona,0,1,1,1.36,4.75,8.0,2015-2016,Verona,Fiorentina,0-2,10,2016-03-13
2016-03-13 10:00:00,29,Genoa,Torino,1,3,2,2.37,3.1,3.1,2015-2016,Torino,Genoa,3-3,10,2016-03-13
2016-03-13 10:00:00,29,Udinese,AS Roma,2,1,2,4.0,3.3,1.95,2015-2016,AS Roma,Udinese,3-1,10,2016-03-13
2016-03-13 07:30:00,29,Chievo,AC Milan,0,0,0,4.2,3.3,1.9,2015-2016,AC Milan,Chievo,1-0,10,2016-03-13
2016-03-12 14:45:00,29,Inter,Bologna,1,2,1,1.57,4.33,5.0,2015-2016,Bologna,Inter Milan,0-1,10,2016-03-12
2016-03-12 13:00:00,29,Empoli,Sampdoria,0,1,1,2.1,3.5,3.0,2015-2016,Sampdoria,Empoli,1-1,10,2016-03-12
2016-03-11 15:45:00,29,Juventus,Sassuolo,1,1,0,1.22,5.5,15.0,2015-2016,Sassuolo,Juventus,1-0,10,2016-03-11
2016-03-06 15:45:00,28,Inter,Palermo,1,3,1,1.28,5.25,10.0,2015-2016,Palermo,Inter Milan,1-1,9,2016-03-06
2016-03-06 10:00:00,28,Atalanta,Juventus,2,0,2,6.5,4.5,1.44,2015-2016,Juventus,Atalanta,2-0,9,2016-03-06
